MAKE,year,Mileage,engine cc,selling_price
HYUNDAI,2017,22.54,1396,670000
BMW,2010,16.73,1995,1000000
MARUTI,2010,20.92,998,240000
FORCE,2014,17,2200,555000
SKODA,2013,20.5,1598,455000
MARUTI,2018,28.4,1248,750000
MARUTI,2016,26.59,1248,700000
TATA,2016,21.9,624,220000
TATA,2014,25,1396,160000
CHEVROLET,2013,22.1,1248,225000
TATA,2008,19.09,1396,140000
MARUTI,2014,23.4,1248,600000
MAHINDRA,2015,16,2179,1000000
CHEVROLET,2008,18,995,65000
MARUTI,2019,20.89,1197,500000
MAHINDRA,2017,16,2179,1100000
MAHINDRA,2017,16,2179,1150000
SKODA,2012,16.25,1198,320000
FORD,2019,21.7,1498,950000
FORD,2012,20,1399,250000
FORD,2004,13.1,2499,400000
BMW,2008,18.48,1995,1100000
MARUTI,2017,27.39,1248,600000
MARUTI,2017,22,1197,509999
SKODA,2016,15.41,1598,395000
MARUTI,2018,21.79,998,469000
MARUTI,2017,24.7,796,250000
CHEVROLET,2011,16.2,995,130000
FORD,2019,23,1498,906000
FORD,2011,20,1399,160000
MARUTI,2012,17.5,1298,300000
MARUTI,2010,14,796,60000
MARUTI,2014,19.1,1197,400000
TATA,2018,23.84,1199,450000
MAHINDRA,2014,15.96,2523,465000
MARUTI,2012,22.9,1248,325000
MARUTI,2008,19.7,796,150000
HYUNDAI,2014,21.1,814,250000
MARUTI,2011,19.7,796,175000
MARUTI,2010,19.7,796,175000
HONDA,2006,16.9,1497,150000
MAHINDRA,2018,16.5,1493,797000
HYUNDAI,2019,18.6,1197,800000
MAHINDRA,2019,15.96,2523,750000
MAHINDRA,2011,13.5,2179,400000
MARUTI,2012,19.7,796,160000
MAHINDRA,2016,15.96,2523,700000
MARUTI,2010,19.7,796,160000
HYUNDAI,2012,21.27,1396,400000
TOYOTA,2013,23.59,1364,451000
MARUTI,2002,16.1,796,40000
TATA,2012,21.12,1248,300000
MARUTI,2017,23.1,998,421000
MARUTI,2016,24.3,1248,950000
HYUNDAI,2011,23,1396,395000
MARUTI,2016,24.3,1248,950000
MARUTI,2013,22.74,796,270000
HYUNDAI,2009,15,1396,360000
MARUTI,2008,17.8,1248,235000
MERCEDES,2014,13,2143,1850000
TOYOTA,2015,12.55,2982,1900000
HYUNDAI,2017,18.9,1197,550000
MAHINDRA,2015,16,2179,1225000
HONDA,2017,17.5,1199,700000
JEEP,2017,17.1,1956,1650000
HONDA,2012,19.4,1198,376000
FORD,2017,22.7,1498,875000
HYUNDAI,2014,18.5,1197,459999
MARUTI,2018,28.4,1248,755000
AUDI,2019,15.26,1798,6223000
AUDI,2019,15.26,1798,5923000
AUDI,2019,15.26,1798,6523000
TOYOTA,2010,11.5,2982,1050000
MAHINDRA,2015,15.1,2179,1050000
MARUTI,2018,21.4,1197,800000
MARUTI,2015,25.2,1248,600000
MARUTI,2017,21.4,1197,530000
MARUTI,2015,20.85,1197,450000
MARUTI,2011,20.92,998,235000
MARUTI,2013,23.4,1248,550000
SKODA,2013,14.3,1598,395000
TATA,2018,20.3,1199,450000
RENAULT,2019,20,999,600000
MARUTI,2016,24.3,1248,610000
HYUNDAI,2017,18.6,1197,690000
TATA,2018,17,1198,790000
MARUTI,2014,20.92,998,254999
HONDA,2016,18.7,1199,500000
MAHINDRA,2011,13.6,2523,340000
TATA,2008,12.2,1948,150000
MAHINDRA,2007,13.6,2523,245000
VOLKSWAGEN,2015,20.34,1498,515000
AMBASSADOR,2008,12.8,1995,122000
HYUNDAI,2009,19.81,1086,160000
MARUTI,2007,19.7,796,110000
MARUTI,2014,25.2,1248,360000
HYUNDAI,2011,16.2,1493,260000
MARUTI,2007,19.7,796,128000
HYUNDAI,2015,23.9,1582,600000
TOYOTA,2010,11.5,2982,800000
MARUTI,2019,28.4,1248,675000
MAHINDRA,2015,16,2179,1000000
CHEVROLET,2008,18,995,65000
MARUTI,2019,20.89,1197,500000
MARUTI,2010,15,1586,300000
MARUTI,2009,16.1,796,125000
HYUNDAI,2017,18.9,1197,550000
MARUTI,2007,19.7,796,150000
MAHINDRA,2017,15.4,2179,891000
TOYOTA,2015,12.99,2494,1050000
MARUTI,2018,21.1,998,750000
HYUNDAI,2012,18.5,1197,380000
TOYOTA,2013,12.99,2494,800000
MAHINDRA,2010,15.7,1390,200000
MARUTI,2016,28.09,1248,700000
TOYOTA,2002,13.1,2446,229999
HONDA,2010,12.8,2354,300000
HONDA,2015,24.2,1498,670000
HONDA,2007,17.7,1497,210000
MARUTI,2017,20.89,1197,370000
MARUTI,2019,21.4,1197,600000
MARUTI,2020,24.3,1248,810000
TATA,2019,23.84,1199,346000
HONDA,2005,13,1343,55000
TATA,2012,13.93,2179,250000
MARUTI,2006,16.1,1298,120000
MARUTI,2013,20.77,1248,600000
MARUTI,2016,15.37,1196,330000
HYUNDAI,2014,18.6,1197,400000
TATA,2004,16.8,1405,100000
MARUTI,2014,19.1,1197,450000
MARUTI,2017,24.52,1248,800000
MARUTI,2015,27.62,793,340000
MARUTI,2010,21.1,1248,225000
MARUTI,2002,17.3,993,55000
MARUTI,2016,24.52,1248,900000
VOLVO,2014,9,1984,2500000
MARUTI,2018,20.51,998,465000
MARUTI,2004,17.3,993,70000
TATA,2016,17.57,1193,400000
TATA,2012,16.1,1405,185000
MARUTI,2006,18.9,998,140000
RENAULT,2015,21.04,1461,415000
MAHINDRA,2012,12.05,2179,532000
MARUTI,2017,27.39,1248,600000
MARUTI,2008,15,1586,150000
MARUTI,2018,20.4,1197,459999
MARUTI,2017,24.3,1248,800000
MAHINDRA,2011,13.6,2523,310000
NISSAN,2014,19.01,1461,475000
MARUTI,2018,23.95,998,350000
MAHINDRA,2019,16,2179,1800000
MARUTI,2018,22,1197,640000
MARUTI,2017,20.51,998,350000
TATA,2018,17,1198,600000
HYUNDAI,2015,23.9,1582,575000
MAHINDRA,2019,16.55,2498,974000
MARUTI,2018,20.51,998,445000
MARUTI,2015,20.77,1248,580000
HYUNDAI,2020,22.1,1396,1050000
FORD,2015,22.77,1498,600000
FORD,2017,18.16,1196,370000
MARUTI,2007,18.2,1061,150000
MARUTI,2017,23.1,998,483000
HYUNDAI,2016,18.9,1197,470000
MARUTI,2018,24.3,1248,950000
HYUNDAI,2013,17.01,1591,450000
TOYOTA,2011,17.6,1496,345000
MARUTI,2020,20.89,1197,600000
MARUTI,2009,19,998,300000
MARUTI,2007,18.2,998,160000
MARUTI,2004,16.1,796,120000
HYUNDAI,2018,20.3,998,340000
HONDA,2007,17.7,1497,138000
MARUTI,2010,17.5,1298,231000
MAHINDRA,2013,15.1,2179,800000
MAHINDRA,2019,17,1197,960000
MARUTI,2009,18.9,1061,120000
MARUTI,2012,18.9,998,270000
MARUTI,2011,21.1,1197,200000
MARUTI,2012,18.6,1197,328000
HYUNDAI,2012,22.32,1582,432000
VOLKSWAGEN,2019,18.78,999,565000
MARUTI,2017,15.37,1196,390000
FORD,2017,25.83,1498,600000
HYUNDAI,2011,23,1396,250000
CHEVROLET,2011,18,995,165000
HONDA,2011,17,1497,421000
HYUNDAI,2012,16.36,1495,225000
NISSAN,2013,21.64,1461,350000
JEEP,2018,17.1,1956,1757000
MARUTI,2015,27.39,1248,600000
TATA,2018,24,1199,515000
MARUTI,1999,16.1,796,80000
MARUTI,2017,23.65,1248,800000
MAHINDRA,2004,10.5,2179,120000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
MARUTI,2017,20.51,998,475000
MARUTI,2015,20.51,998,400000
FIAT,2011,20.3,1248,300000
MAHINDRA,2011,13.5,2179,400000
MARUTI,2009,17.3,1061,235000
MARUTI,2015,20.51,998,350000
MARUTI,2017,28.4,1248,625000
MAHINDRA,2014,15.1,2179,525000
TATA,2018,20.3,1199,550000
MAHINDRA,2015,15.96,2523,550000
HONDA,2006,17.7,1497,200000
MAHINDRA,2011,13,2489,350000
HONDA,2006,17.7,1497,220000
HYUNDAI,2016,18.9,1197,412000
MARUTI,2009,18.9,1061,126000
MARUTI,2013,23.4,1248,430000
MARUTI,2009,19,998,130000
TATA,2017,23.84,1199,350000
MARUTI,2011,19.7,796,220000
MAHINDRA,2011,13.6,2523,380000
FORD,2010,20,1399,200000
TOYOTA,2015,12.55,2982,2000000
FORD,2015,22.77,1498,610000
BMW,2016,15.71,1998,2500000
MARUTI,2017,26.59,1248,620000
MARUTI,2013,14.7,796,150000
DATSUN,2018,20.62,1198,450000
HYUNDAI,2017,19.67,1582,1150000
MAHINDRA,2018,18.15,1198,500000
MARUTI,2011,18.9,998,246000
MARUTI,2008,16.1,796,65000
FORD,2016,21.7,1498,725000
HYUNDAI,2014,22.32,1582,736000
MARUTI,2018,28.4,1248,700000
CHEVROLET,2011,18,995,150000
MARUTI,2010,19.7,796,180000
TOYOTA,2014,23.59,1364,409999
MAHINDRA,2013,15.96,2523,550000
MARUTI,2004,16.1,796,50000
MARUTI,2006,20.8,1527,80000
MARUTI,2005,19.7,796,110000
HONDA,2006,17.7,1497,180000
MARUTI,2017,28.4,1248,605000
MARUTI,2017,24.52,1248,800000
HYUNDAI,2011,23,1396,350000
HYUNDAI,2012,18.5,1197,300000
HYUNDAI,2008,13.9,1599,160000
FORD,2011,20,1399,225000
AUDI,2009,12.07,2967,1025000
TATA,2017,17.6,2179,1300000
VOLKSWAGEN,2018,21.66,1498,560000
MARUTI,2017,24.3,1248,650000
MAHINDRA,2018,15.1,2179,1150000
MARUTI,2016,21.4,1197,480000
FORD,2019,23,1498,960000
MAHINDRA,2017,16,2179,1050000
HYUNDAI,2017,21.1,814,310000
MARUTI,2014,23.4,1248,500000
MARUTI,2017,23.95,998,350000
HONDA,2015,25.8,1498,365000
MITSUBISHI,2008,14.8,1998,165000
TATA,2007,14.6,2956,100000
MAHINDRA,2007,13.6,2523,240000
MAHINDRA,2019,17.3,1497,925000
FORD,2018,18.16,1196,590000
TATA,2013,13.7,2179,525000
TOYOTA,2014,12.99,2494,720000
RENAULT,2017,19.6,1461,850000
MAHINDRA,2010,11.79,2179,490000
HONDA,2013,25.8,1498,325000
HYUNDAI,2019,22,1582,1200000
MAHINDRA,2012,15.96,2523,450000
TATA,2014,19.09,1405,300000
VOLKSWAGEN,2013,22.07,1199,365000
MERCEDES,2007,11.7,1796,500000
TOYOTA,2014,12.99,2494,900000
HYUNDAI,2018,24,1186,700000
RENAULT,2017,19.6,1461,880000
TOYOTA,2014,12.99,2494,700000
MAHINDRA,2009,12.05,2179,380000
TOYOTA,2006,13.4,1794,150000
RENAULT,2018,23.01,999,320000
RENAULT,2015,20.45,1461,550000
BMW,2016,18.12,1995,3200000
TOYOTA,2013,12.99,2494,750000
MAHINDRA,2017,18.49,1493,645000
MARUTI,2015,20.51,998,300000
HYUNDAI,2016,21.19,1396,580000
HYUNDAI,2011,17,1197,220000
MAHINDRA,2013,15.96,2523,451000
TATA,2018,17,1198,850000
MARUTI,2011,19.3,1248,300000
FORD,2016,18.16,1196,350000
TOYOTA,2016,12.99,2494,1200000
VOLKSWAGEN,2017,17,1198,550000
MARUTI,2012,22.9,1248,300000
VOLKSWAGEN,2012,20.54,1598,300000
HYUNDAI,2012,23,1396,350000
HYUNDAI,2015,19.67,1582,880000
TATA,2012,15.3,2956,250000
HYUNDAI,2016,21.19,1396,660000
TATA,2015,17.57,1193,450000
VOLKSWAGEN,2012,19.7,1598,400000
MAHINDRA,2019,16.36,2179,1300000
FORD,2013,20,1399,229999
CHEVROLET,2010,18.6,1199,140000
MARUTI,2012,19,998,195000
HYUNDAI,2015,17.19,1197,500000
TATA,2012,25.4,624,60000
TATA,2016,17.57,1193,400000
HYUNDAI,2014,18.6,1197,400000
MARUTI,2018,20.51,998,380000
MARUTI,2019,21.4,1197,579000
MAHINDRA,2019,18.15,1198,400000
HYUNDAI,2012,20.36,1197,270000
MAHINDRA,2014,15.96,2523,500000
TATA,2017,23.84,1199,475000
NISSAN,2018,19.87,1461,850000
MAHINDRA,2009,12.05,2179,475000
MARUTI,2012,19.3,1248,370000
HYUNDAI,2010,19.81,1086,187000
HYUNDAI,2008,20.36,1197,195000
TATA,2014,13.93,2179,459999
TOYOTA,2004,13.4,1794,135000
MARUTI,2017,24.52,1248,850000
HYUNDAI,2018,20.3,1086,500000
MARUTI,2016,20.51,998,385000
HYUNDAI,2006,16.8,1493,135000
MARUTI,2008,19.7,796,120000
HONDA,2006,11.9,2354,200000
TATA,2007,13.93,2956,200000
MARUTI,2016,20.73,1373,700000
TATA,2013,23.57,1396,290000
MARUTI,2017,28.4,1248,725000
TATA,2008,12.2,1948,200000
MARUTI,2014,16.8,796,155000
HONDA,2019,17.8,1198,690000
AUDI,2018,17.01,1968,3975000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
JEEP,2017,9.5,3604,4100000
TOYOTA,2016,19.16,2494,2000000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
VOLVO,2018,16.8,1984,2475000
MERCEDES,2019,15,1991,5200000
LANDROVE,2019,12.83,1999,4500000
MERCEDES,2017,13.5,2987,6000000
BMW,2018,22.48,1995,4000000
HYUNDAI,2019,18.15,998,1125000
AUDI,2016,18.25,1968,1898999
HONDA,2017,12,2354,1650000
MARUTI,2011,18.6,1197,280000
TATA,2019,20.3,1199,450000
MARUTI,2006,15.9,1298,135000
MAHINDRA,2014,15.1,2179,650000
MARUTI,2020,21.01,1197,650000
MARUTI,2018,28.09,1248,750000
MARUTI,2010,19.7,796,150000
MAHINDRA,2017,25.32,1198,500000
HYUNDAI,2013,22.32,1582,425000
HYUNDAI,2010,20.36,1197,260000
VOLKSWAGEN,2014,20.14,1498,400000
HYUNDAI,2017,22.54,1396,575000
HYUNDAI,2008,0,1086,175000
VOLKSWAGEN,2012,19.7,1598,400000
MAHINDRA,2011,13.6,2523,350000
MARUTI,2015,25.2,1248,484999
MARUTI,2015,25.2,1248,484999
VOLKSWAGEN,2013,20.14,1498,350000
TOYOTA,2014,12.55,2982,1400000
MARUTI,2012,19.3,1248,250000
MARUTI,2017,28.4,1248,655000
HONDA,2016,27.3,1498,500000
CHEVROLET,2016,18.6,1199,300000
FORD,2018,25.83,1498,650000
MARUTI,2014,20.52,1197,300000
HONDA,2016,18.7,1199,475000
TATA,2017,23.84,1199,450000
MARUTI,2019,28.4,1248,754000
HYUNDAI,2013,20.36,1197,300000
HYUNDAI,2014,21.1,814,250000
MARUTI,2018,28.4,1248,725000
MARUTI,2008,19.7,796,95000
HYUNDAI,2018,20.3,1086,475000
TATA,2014,14,2179,575000
TATA,2016,23.84,1199,350000
MAHINDRA,2013,15.96,2523,330000
MARUTI,2016,20.4,1197,482000
FORD,2017,22.77,1498,625000
TATA,2017,23.84,1199,380000
CHEVROLET,2016,18.6,1199,310000
MARUTI,2009,17.5,1298,280000
RENAULT,2018,14.99,1498,900000
MARUTI,2010,18.9,1061,250000
HYUNDAI,2017,17.01,1591,750000
RENAULT,2019,23.01,999,420000
HONDA,2019,19.5,1199,670000
HYUNDAI,2016,19.81,1086,420000
TOYOTA,2016,13.68,2393,1800000
HONDA,2018,17.5,1199,900000
MAHINDRA,2015,15.1,2179,1200000
MAHINDRA,2003,10.5,2179,195000
HYUNDAI,2007,16.8,1493,185000
HYUNDAI,2008,19.81,1086,185000
MAHINDRA,2018,15.1,2179,1525000
MARUTI,2006,16.1,1298,215000
MARUTI,2015,22.74,796,210000
TOYOTA,2016,13.68,2393,1700000
TOYOTA,2009,12.8,2494,530000
HONDA,2015,17.4,1497,800000
MARUTI,2014,25.2,1248,570000
MARUTI,2012,21.5,1248,350000
HYUNDAI,2011,21.9,1396,350000
MAHINDRA,2018,16.5,1493,750000
MARUTI,2011,15.37,1196,160000
TATA,2010,15.7,1405,150000
HYUNDAI,2019,18.9,1197,562000
HYUNDAI,2012,20.36,1197,290000
MAHINDRA,2014,15.1,2179,600000
HYUNDAI,2015,24.4,1120,401000
MARUTI,2019,21.21,1197,750000
MAHINDRA,2007,13.6,2523,240000
MARUTI,2012,20.92,998,229999
MAHINDRA,2013,15.96,2523,500000
MARUTI,2010,11.96,1298,350000
DATSUN,2018,22.7,799,217000
NISSAN,2018,22.71,1461,670000
MARUTI,2011,20.92,998,225000
MARUTI,2020,18.76,1462,737000
MARUTI,2014,23.1,998,300000
TATA,2008,17,1405,85000
HYUNDAI,2010,16.2,1493,195000
HONDA,2017,25.5,1498,675000
MITSUBISHI,1999,14.8,1998,150000
TATA,2010,15.64,1193,290000
MARUTI,2018,28.09,1248,889000
VOLKSWAGEN,2016,17,1198,400000
RENAULT,2018,25.17,799,390000
JEEP,2017,17.1,1956,1550000
HYUNDAI,2014,22.32,1582,600000
HYUNDAI,2018,17.4,1197,800000
MARUTI,2013,20.77,1248,600000
HYUNDAI,2015,17.01,1591,795000
HYUNDAI,2016,22.54,1396,735000
SKODA,2005,16.4,1896,250000
RENAULT,2018,24.04,999,400000
MAHINDRA,2014,14,2489,395000
HYUNDAI,2005,13.1,1493,130000
RENAULT,2015,21.04,1461,600000
HYUNDAI,2016,21.19,1396,720000
HONDA,2011,16.8,1497,450000
HYUNDAI,2010,16.2,1493,220000
HYUNDAI,2014,22.32,1582,545000
VOLKSWAGEN,2011,20.54,1598,370000
MAHINDRA,2010,13.6,2523,450000
HYUNDAI,2018,17.4,1197,750000
MAHINDRA,2015,15.4,2179,1100000
MARUTI,2019,21.4,1197,711000
MARUTI,2016,23.95,998,285000
MARUTI,2020,21.01,1197,749000
RENAULT,2016,19.64,1461,550000
MARUTI,2010,19.3,1248,300000
MARUTI,2017,27.39,1248,625000
HYUNDAI,2017,17.19,1197,650000
HYUNDAI,2014,22.32,1582,575000
MARUTI,2016,26.59,1248,631000
HYUNDAI,2010,16.2,1493,220000
TATA,2017,20.3,1199,600000
FORD,2012,23.5,1498,390000
MAHINDRA,2007,12.7,2609,375000
HYUNDAI,2010,23,1396,340000
TATA,2019,27.28,1047,670000
MARUTI,2014,23.4,1248,530000
MARUTI,2015,23.95,998,350000
MARUTI,2014,21.63,998,415000
MARUTI,2014,24.2,1498,700000
BMW,2012,19.62,1998,925000
RENAULT,2017,22,999,375000
MARUTI,2015,19.1,1197,575000
HYUNDAI,2013,17,1197,425000
FORD,2011,18.16,1196,245000
HYUNDAI,2015,17.7,1497,540000
MERCEDES,2011,14.94,2143,1000000
HYUNDAI,2013,20.36,1197,291000
MARUTI,2017,21.4,1197,600000
HYUNDAI,2012,17.7,1497,355000
HYUNDAI,2010,20.36,1197,225000
CHEVROLET,2013,13.7,1399,350000
MARUTI,2012,24.7,796,200000
HYUNDAI,2012,17.7,1497,434999
HYUNDAI,2014,17,1197,440000
MARUTI,2013,21.1,1248,390000
MARUTI,1997,16.1,796,50000
MARUTI,2012,17.5,1197,450000
MARUTI,2009,19.7,796,125000
MAHINDRA,2014,15.4,2179,999000
TATA,2005,12.3,1948,225000
MARUTI,2010,19.7,796,85000
HYUNDAI,2012,21.1,814,150000
RENAULT,2014,19.01,1461,500000
HYUNDAI,2011,20.36,1197,220000
MAHINDRA,2014,15.4,2179,999000
HYUNDAI,2017,21.38,1396,957000
TOYOTA,2006,12.8,2494,1050000
DATSUN,2018,22.5,999,320000
MARUTI,2016,23.95,998,300000
MARUTI,2010,17.8,1248,270000
HYUNDAI,2011,16.36,1495,170000
CHEVROLET,2010,18.3,1991,270000
CHEVROLET,2013,18.6,1199,140000
HYUNDAI,2010,20.36,1197,170000
MAHINDRA,2019,17.3,1497,1450000
MAHINDRA,2019,20,1497,1200000
HYUNDAI,2019,22.54,1396,834000
TATA,2017,27.28,1047,450000
VOLKSWAGEN,2014,20.14,1498,575000
MARUTI,2019,28.4,1248,900000
SKODA,2011,20.86,1199,325000
VOLKSWAGEN,2012,20.54,1598,400000
HYUNDAI,2017,20.3,998,250000
CHEVROLET,2010,12.9,1598,225000
FORD,2012,18.6,1388,300000
FIAT,2015,20.5,1248,459999
FORD,2016,22.77,1498,825000
TATA,2012,18.4,1248,150000
MARUTI,2016,27.39,1248,710000
MARUTI,2016,23.2,1248,425000
MARUTI,2007,16.1,796,45000
MAHINDRA,2011,13.6,2523,380000
MARUTI,2009,21.1,1248,240000
HYUNDAI,2016,19.67,1582,1150000
RENAULT,2013,19.64,1461,520000
MARUTI,2016,26.59,1248,675000
TATA,2009,11.57,2179,250000
HYUNDAI,2005,13.1,1493,200000
MARUTI,2016,20.51,998,380000
MARUTI,2005,16.1,796,40000
VOLKSWAGEN,2014,20.54,1598,575000
MARUTI,2010,17.8,1248,300000
TATA,2018,27.28,1047,450000
MARUTI,2003,16.1,796,45000
TOYOTA,2010,12.8,2494,950000
MARUTI,2017,28.4,1248,745000
HYUNDAI,2016,24.4,1120,509999
HYUNDAI,2009,20.36,1197,142000
MARUTI,2009,19,998,185000
FIAT,2012,20.4,1248,300000
HONDA,2007,17.7,1497,210000
HYUNDAI,2008,13.9,1599,260000
MARUTI,2013,23.4,1248,430000
MAHINDRA,2013,12.05,2179,600000
FORD,2010,15.6,1196,400000
HYUNDAI,2012,24.8,1396,400000
MARUTI,2017,28.4,1248,669000
HYUNDAI,2019,20.14,1197,509999
HYUNDAI,2016,22.54,1396,616000
MAHINDRA,2013,12.05,2179,530000
HYUNDAI,2010,16.8,1493,190000
HONDA,2015,25.1,1498,700000
TATA,2012,14,2179,250000
HYUNDAI,2014,20.36,1197,225000
HYUNDAI,2017,18.9,1197,470000
MARUTI,2019,24.3,1248,900000
CHEVROLET,2013,25.44,936,170000
TATA,2013,19.09,1396,140000
CHEVROLET,2011,16,995,95000
MARUTI,2016,18.5,1197,280000
MAHINDRA,2012,12.05,2179,470000
HYUNDAI,2011,21.1,814,129000
CHEVROLET,2012,25.44,936,165000
HYUNDAI,2016,17.19,1197,600000
MARUTI,2012,18.9,998,260000
MARUTI,2005,18.9,998,70000
HYUNDAI,2015,18.6,1197,515000
FORD,2012,20,1399,225000
MARUTI,2011,19.3,1248,270000
TATA,2011,13.93,2179,225000
HYUNDAI,2012,22.32,1582,459999
MARUTI,2009,19.7,796,115999
SKODA,2013,21.14,1498,475000
MERCEDES,2013,10,2148,1925000
TATA,2011,25,1396,165000
MARUTI,2015,28.4,1248,550000
MARUTI,2017,24.3,1248,861000
FORD,2019,23,1498,1050000
SKODA,2018,16.25,1968,3251000
HYUNDAI,2017,22.54,1396,750000
MARUTI,2018,22,1197,730000
SKODA,2017,21.66,1498,860000
HONDA,2017,21.9,1498,940000
MAHINDRA,2019,17.3,1497,1075000
MARUTI,2016,23.65,1248,775000
MARUTI,2013,22,1197,411000
TOYOTA,2012,12.8,2494,911000
VOLKSWAGEN,2016,20.14,1498,540000
SKODA,2016,21.66,1498,660000
MARUTI,2018,24.52,1248,875000
MARUTI,2015,23.1,998,411000
MARUTI,2016,27.39,1248,635000
MARUTI,2012,22.9,1248,350000
MAHINDRA,2018,18.49,1493,800000
MARUTI,2015,16.8,796,180000
JAGUAR,2014,14.74,2993,2000000
HONDA,2014,24.2,1498,490000
MARUTI,2010,19,998,180000
NISSAN,2013,19.34,1198,310000
CHEVROLET,2014,18.2,1248,450000
MAHINDRA,2017,25.32,1198,500000
HYUNDAI,2010,16.2,1493,245000
VOLKSWAGEN,2011,20.54,1598,275000
HONDA,2006,17.7,1497,200000
MAHINDRA,2017,16,2179,1500000
NISSAN,2012,23.08,1461,229999
VOLKSWAGEN,2011,20.54,1598,280000
MARUTI,2009,18.9,1061,125000
MARUTI,2015,25.2,1248,600000
HONDA,2018,18.2,1199,600000
HONDA,2016,18.5,1198,411000
MARUTI,2010,15.37,1196,150000
MARUTI,2015,26.21,1248,630000
AUDI,2013,17.11,1968,1200000
MARUTI,2019,22,1197,700000
MAHINDRA,2010,14,2498,250000
CHEVROLET,2016,18.2,1248,535000
MAHINDRA,2016,18.49,1493,600000
HYUNDAI,2003,13.1,1493,145000
FORD,2015,25.83,1498,400000
MARUTI,2015,26.59,1248,600000
MARUTI,2018,21.63,998,459999
HYUNDAI,2018,22.54,1396,800000
TOYOTA,2012,12.8,2494,800000
RENAULT,2013,23.08,1461,290000
MARUTI,2018,28.4,1248,671000
TATA,2012,19.09,1396,140000
MARUTI,2011,19.7,796,141000
MARUTI,2009,19.7,796,125000
TATA,2013,19.4,1405,150000
MARUTI,2007,18.9,1061,125000
HYUNDAI,2018,18.9,1197,600000
HYUNDAI,2017,22.54,1396,700000
HYUNDAI,2017,22.54,1396,700000
MARUTI,2017,28.4,1248,740000
TATA,2011,17,1405,140000
HYUNDAI,2018,22,1582,1150000
SKODA,2007,18.7,1896,300000
TOYOTA,2011,17.6,1496,300000
RENAULT,2015,21.64,1461,530000
HYUNDAI,2017,24,1186,530000
HYUNDAI,2011,17.92,1086,210000
MARUTI,2007,19.7,796,130000
VOLKSWAGEN,2008,14.3,1968,585000
HYUNDAI,2011,21.9,1396,270000
HYUNDAI,2013,20.36,1197,375000
MAHINDRA,2014,15.1,2179,725000
HYUNDAI,2007,18.1,1493,180000
MARUTI,2014,23.2,1248,425000
FORD,2018,23,1498,900000
TATA,2017,14.07,2956,570000
TATA,2017,25,1396,290000
FORD,2011,20,1399,229999
FORD,2012,20,1399,300000
MARUTI,2010,21.1,1248,220000
CHEVROLET,2011,18.3,1991,409999
CHEVROLET,2013,18.2,1248,355000
RENAULT,2013,19.01,1461,695000
MARUTI,2010,19.3,1248,320000
MAHINDRA,2017,18.49,1493,710000
TATA,2004,16.8,1405,85000
CHEVROLET,2010,12.2,1994,409999
VOLKSWAGEN,2015,20.14,1498,550000
MARUTI,2007,16.1,1298,215000
HYUNDAI,2006,14.4,1599,110000
HONDA,2007,17.7,1497,170000
TATA,2018,17,1198,850000
HYUNDAI,2010,23,1396,350000
TATA,2015,22.3,1248,250000
FORD,2015,25.83,1498,433000
TOYOTA,2010,11.5,2982,1200000
HYUNDAI,2015,21.1,814,300000
MARUTI,1998,17.3,993,70000
MAHINDRA,2017,15.96,2523,760000
HYUNDAI,2014,21.1,814,250000
HYUNDAI,2013,17.92,1086,187000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
MARUTI,2013,22.9,1248,335000
MARUTI,2016,20.85,1197,488000
MARUTI,2008,15.6,1586,111000
MARUTI,2015,26.21,1248,600000
MARUTI,2020,21.21,1197,570000
HYUNDAI,2007,17.8,1086,110000
MARUTI,2014,18.6,1197,434999
HYUNDAI,2014,21.1,814,229999
NISSAN,2014,20.45,1461,490000
